"filename", "language", "C++", "C", "JSON with Comments", "Python", "Java", "Shell Script", "comment", "blank", "total"
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Exercise 5_1.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Exercise 5_3.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Exercise 5_4.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Exercise 5_5.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Exercise 5_6.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam1.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam10.cpp", "C++", 87, 0, 0, 0, 0, 0, 0, 2, 89
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam2.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam3.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam4.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam5.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam6.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam7.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam8.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Final Exam/final exam9.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Matchstick Game.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 1.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 2.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 3.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 4.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 5.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 6.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/Problem Set Asterisk 7.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO angry.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 2, 62
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO badmilk.cpp", "C++", 40, 0, 0, 0, 0, 0, 1, 2, 43
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO balancing.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 2, 53
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO bcs.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO bones.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO cbarn.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO commas.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO count.cpp", "C++", 30, 0, 0, 0, 0, 0, 1, 2, 33
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO cropcir.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO diamond.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 2, 26
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO hayexp.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO mathprac.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO mowing.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 1, 50
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO pails 1.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO pails 2 2.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO pails 2.cpp", "C++", 12, 0, 0, 0, 0, 0, 12, 1, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO paint #2.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO paint.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO pktri1.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO promotion.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO reduce.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO speeding.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO squares.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO string.cpp", "C++", 15, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_billboard.cpp", "C++", 33, 0, 0, 0, 0, 0, 1, 2, 36
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_cowqueue.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 2, 34
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_cowsignal.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_cowtip.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 4, 51
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_crossroad.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_homework.cpp", "C++", 63, 0, 0, 0, 0, 0, 20, 7, 90
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_hps.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_marathon.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_measurement.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 3, 47
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_notlast.cpp", "C++", 42, 0, 0, 0, 0, 0, 1, 2, 45
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_shuffle.cpp", "C++", 29, 0, 0, 0, 0, 0, 0, 3, 32
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_silver_measurement.cpp", "C++", 62, 0, 0, 0, 0, 0, 29, 4, 95
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_silver_shuffle.cpp", "C++", 46, 0, 0, 0, 0, 0, 44, 4, 94
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/USACO_square.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/USACO problems/test.cpp", "C++", 38, 0, 0, 0, 0, 0, 11, 4, 53
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/anothertestfile.cpp", "C++", 44, 0, 0, 0, 0, 0, 1, 5, 50
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/asterisks.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/citiesandstuff.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/colortest.cpp", "C++", 37, 0, 0, 0, 0, 0, 19, 6, 62
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/greedy problems.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 2, 30
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/guess my number 1.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/guess my number 2.cpp", "C++", 27, 0, 0, 0, 0, 0, 13, 2, 42
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/hangman.cpp", "C++", 114, 0, 0, 0, 0, 0, 1, 2, 117
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/hangmancomp.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/matches1.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/matches2.cpp", "C++", 57, 0, 0, 0, 0, 0, 0, 3, 60
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/matches3.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 3, 36
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/matches4.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 3, 58
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/matches5.cpp", "C++", 50, 0, 0, 0, 0, 0, 0, 5, 55
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/moretest.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/pacman.cpp", "C++", 195, 0, 0, 0, 0, 0, 0, 4, 199
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/pennies test.cpp", "C++", 95, 0, 0, 0, 0, 0, 0, 3, 98
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/pennies1.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 2, 50
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/pennies2.cpp", "C++", 130, 0, 0, 0, 0, 0, 0, 7, 137
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/project euler.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/relay 2.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/relay 3.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 2, 27
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/relay.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/std_lib_facilities.h", "C++", 160, 0, 0, 0, 0, 0, 41, 55, 256
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/test.cpp", "C++", 67, 0, 0, 0, 0, 0, 0, 2, 69
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/testfile.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/tictactoe.cpp", "C++", 90, 0, 0, 0, 0, 0, 12, 4, 106
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/toadfrog.cpp", "C++", 97, 0, 0, 0, 0, 0, 0, 3, 100
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/todd and foroog.cpp", "C++", 96, 0, 0, 0, 0, 0, 0, 3, 99
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/typing stuff.cpp", "C++", 11, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/windows.htest.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Exercises/windowshstuff.cpp", "C++", 195, 0, 0, 0, 0, 0, 11, 51, 257
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Mathematical operations.cpp", "C++", 15, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Something.cpp", "C++", 5, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Student ages.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/Temperature Conversion.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/amicable.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/hello.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/impossible.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/largestsubsequence.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 2, 61
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/lucky.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/myname.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/myname2.cpp", "C++", 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/number.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/reading foroog.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/something again.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/sorting algorithms.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/sorting stuff.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/sortingstuff.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/stuff.c", "C", 0, 13, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/stuff.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/test file.cpp", "C++", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/ralphcao/Git/USACO/AStar/A-star USACO bronze files/test.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 6, 72
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO assign.cpp", "C++", 79, 0, 0, 0, 0, 0, 43, 6, 128
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO badhair.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO ballet.cpp", "C++", 72, 0, 0, 0, 0, 0, 7, 4, 83
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO bowls.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 5, 45
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO cline.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO dna2.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 6, 46
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO equeen.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 4, 39
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO hexagon.cpp", "C++", 9, 0, 0, 0, 0, 0, 1, 3, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO lamps.cpp", "C++", 116, 0, 0, 0, 0, 0, 0, 7, 123
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO milk3.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 6, 66
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO minesweep.cpp", "C++", 104, 0, 0, 0, 0, 0, 0, 4, 108
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO moo.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 5, 41
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO numgrid.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 4, 55
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO planting.cpp", "C++", 5, 0, 0, 0, 0, 0, 0, 4, 9
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO sudoku.cpp", "C++", 89, 0, 0, 0, 0, 0, 0, 4, 93
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO_lifeguards.cpp", "C++", 54, 0, 0, 0, 0, 0, 15, 6, 75
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO_reststops.cpp", "C++", 34, 0, 0, 0, 0, 0, 1, 4, 39
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/USACO_teleport.cpp", "C++", 9, 0, 0, 0, 0, 0, 1, 3, 13
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/bigdance.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/dq.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/minnum.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/test.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/USACO problems/wmorph.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 5, 57
"/Users/ralphcao/Git/USACO/AStar/A-star USACO silver files/quicksort.cpp", "C++", 40, 0, 0, 0, 0, 0, 13, 5, 58
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/BITexample.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/ants.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 3, 38
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/badhair.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/badplanting.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/baleshare.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bcl.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bds.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 7, 61
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/block.cpp", "C++", 58, 0, 0, 0, 0, 0, 1, 3, 62
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bobsled.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bphoto.cpp", "C++", 23, 0, 0, 0, 0, 0, 18, 3, 44
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bphoto2.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 6, 46
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/bullcow.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/cardgame.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/chainreaction.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/change.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/checklist.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 4, 39
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/circlecross.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/cline.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 5, 46
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/closing.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 5, 65
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/coaster.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/cowcheck.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 3, 31
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/cowtour.cpp", "C++", 19, 0, 0, 0, 0, 0, 6, 3, 28
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/crowded.cpp", "C++", 33, 0, 0, 0, 0, 0, 38, 3, 74
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/crowded2.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/daisy.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/disjointsetsexample.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 6, 40
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/distant.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 4, 57
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/divgold.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/djikstra.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 4, 52
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/djikstra2.cpp", "C++", 43, 0, 0, 0, 0, 0, 0, 4, 47
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/eatpuz.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/egroup.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 3, 55
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/egroupdp.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 5, 45
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/fencedin.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/fencedinbash.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/forgot.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/fruitfeast.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 4, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/fuel.cpp", "C++", 52, 0, 0, 0, 0, 0, 2, 3, 57
