"filename", "language", "C++", "C", "JSON with Comments", "Python", "Java", "Shell Script", "comment", "blank", "total"
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/gpsduel.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 3, 74
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/hay4sale.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/heatwave2.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 4, 43
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/heatwv.cpp", "C++", 46, 0, 0, 0, 0, 0, 9, 4, 59
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/horizon.cpp", "C++", 41, 0, 0, 0, 0, 0, 5, 4, 50
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/horizon2.cpp", "C++", 29, 0, 0, 0, 0, 0, 3, 2, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/hps.cpp", "C++", 37, 0, 0, 0, 0, 0, 1, 3, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/hurdles.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/invite.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/irrigation.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/jump.cpp", "C++", 46, 0, 0, 0, 0, 0, 18, 3, 67
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/jump2.cpp", "C++", 36, 0, 0, 0, 0, 0, 2, 3, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/kidsriddle.cpp", "C++", 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/knapsack.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lazy.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lcs.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lcs2.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lcsubstring.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lepr.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 5, 47
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lightsout.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lineup.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 3, 57
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lis.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lottery.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/lower_boundtest.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/maze1.cpp", "C++", 73, 0, 0, 0, 0, 0, 0, 7, 80
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/maze1dfs.cpp", "C++", 64, 0, 0, 0, 0, 0, 2, 6, 72
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/meteor.cpp", "C++", 58, 0, 0, 0, 0, 0, 15, 6, 79
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/milkprod.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/moocast.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 8, 64
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/moooo.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/mst.cpp", "C++", 43, 0, 0, 0, 0, 0, 0, 4, 47
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/mst2.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/mtime.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/mysteriousnumbers.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/nocross.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/ontherun.cpp", "C++", 49, 0, 0, 0, 0, 0, 8, 5, 62
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/ontherundp.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 4, 76
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/pachinko2.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/packdel.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 5, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/painting.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 4, 51
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/perfectnumber.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/perimeter.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/photo.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 5, 36
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/picnic.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 4, 43
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/pie1.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/planting.cpp", "C++", 88, 0, 0, 0, 0, 0, 11, 2, 101
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/pogocow.cpp", "C++", 26, 0, 0, 0, 0, 0, 1, 4, 31
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/proximity.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/pwalk.cpp", "C++", 49, 0, 0, 0, 0, 0, 1, 3, 53
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/pwrfail.cpp", "C++", 7, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/ravioli.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/rblock.cpp", "C++", 86, 0, 0, 0, 0, 0, 0, 5, 91
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/rotsym.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/sboost.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/sed.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/silvlily.cpp", "C++", 101, 0, 0, 0, 0, 0, 45, 9, 155
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/silvlily2.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/silvlily3.cpp", "C++", 87, 0, 0, 0, 0, 0, 0, 6, 93
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/skyline.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/slide.cpp", "C++", 4, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/slides.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 3, 42
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/snail.cpp", "C++", 76, 0, 0, 0, 0, 0, 21, 8, 105
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/spainting.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/structtest.cpp", "C++", 17, 0, 0, 0, 0, 0, 14, 4, 35
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/subset.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/tallest.cpp", "C++", 46, 0, 0, 0, 0, 0, 2, 3, 51
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/test.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/tractor2.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 8, 68
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/traffic.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 5, 53
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/treasure.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/ralphcao/Git/USACO/AStar/AStar Gold/xlite.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/acquire.cpp", "C++", 39, 0, 0, 0, 0, 0, 7, 12, 58
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/acquire2.cpp", "C++", 58, 0, 0, 0, 0, 0, 25, 17, 100
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/baleshare.cpp", "C++", 34, 0, 0, 0, 0, 0, 1, 6, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/bdsum.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 7, 44
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/claust2.cpp", "C++", 59, 0, 0, 0, 0, 0, 15, 16, 90
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/corral.cpp", "C++", 37, 0, 0, 0, 0, 0, 2, 7, 46
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/cowrun.cpp", "C++", 28, 0, 0, 0, 0, 0, 3, 5, 36
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/crazy.cpp", "C++", 93, 0, 0, 0, 0, 0, 30, 18, 141
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/first.cpp", "C++", 95, 0, 0, 0, 0, 0, 2, 15, 112
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/flower.cpp", "C++", 26, 0, 0, 0, 0, 0, 1, 6, 33
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/fpot.cpp", "C++", 48, 0, 0, 0, 0, 0, 3, 10, 61
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/gourmet.cpp", "C++", 44, 0, 0, 0, 0, 0, 2, 7, 53
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/kimbits.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/letter.cpp", "C++", 87, 0, 0, 0, 0, 0, 6, 14, 107
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/lonesome2.cpp", "C++", 70, 0, 0, 0, 0, 0, 4, 16, 90
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/moat.cpp", "C++", 48, 0, 0, 0, 0, 0, 25, 16, 89
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/palin.cpp", "C++", 29, 0, 0, 0, 0, 0, 20, 9, 58
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/patterns.cpp", "C++", 55, 0, 0, 0, 0, 0, 1, 11, 67
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/photo.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 8, 68
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/rescue.cpp", "C++", 33, 0, 0, 0, 0, 0, 7, 8, 48
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/ski.cpp", "C++", 40, 0, 0, 0, 0, 0, 11, 8, 59
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/skilift.cpp", "C++", 30, 0, 0, 0, 0, 0, 1, 6, 37
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/starc.cpp", "C++", 21, 0, 0, 0, 0, 0, 10, 7, 38
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/test.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 3, 42
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/treasure.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/vidgame.cpp", "C++", 63, 0, 0, 0, 0, 0, 30, 20, 113
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Fall/vidgame2.cpp", "C++", 52, 0, 0, 0, 0, 0, 30, 19, 101
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/alliance.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 8, 64
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/balancing.cpp", "C++", 75, 0, 0, 0, 0, 0, 7, 10, 92
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/balancing2.cpp", "C++", 58, 0, 0, 0, 0, 0, 11, 20, 89
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/bales.cpp", "C++", 31, 0, 0, 0, 0, 0, 1, 9, 41
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/baying.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 9, 53
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/cardgame.cpp", "C++", 49, 0, 0, 0, 0, 0, 3, 5, 57
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/cowfood.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 9, 53
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/cowlpha.cpp", "C++", 53, 0, 0, 0, 0, 0, 3, 8, 64
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/fc.cpp", "C++", 46, 0, 0, 0, 0, 0, 3, 11, 60
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/fristeam.cpp", "C++", 22, 0, 0, 0, 0, 0, 5, 5, 32
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/g262144.cpp", "C++", 23, 0, 0, 0, 0, 0, 2, 5, 30
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/haybales.cpp", "C++", 95, 0, 0, 0, 0, 0, 2, 18, 115
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/horizon.cpp", "C++", 31, 0, 0, 0, 0, 0, 1, 7, 39
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/jobhunt.cpp", "C++", 45, 0, 0, 0, 0, 0, 1, 9, 55
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/lazysegtree.cpp", "C++", 62, 0, 0, 0, 0, 0, 2, 13, 77
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/lights.cpp", "C++", 58, 0, 0, 0, 0, 0, 8, 11, 77
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/lightsout.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/lineup.cpp", "C++", 33, 0, 0, 0, 0, 0, 2, 5, 40
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/maxflow.cpp", "C++", 80, 0, 0, 0, 0, 0, 5, 15, 100
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/mincross.cpp", "C++", 45, 0, 0, 0, 0, 0, 1, 10, 56
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/nocross.cpp", "C++", 50, 0, 0, 0, 0, 0, 3, 9, 62
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/partition.cpp", "C++", 85, 0, 0, 0, 0, 0, 2, 9, 96
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/phoneline.cpp", "C++", 53, 0, 0, 0, 0, 0, 6, 9, 68
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/relocate.cpp", "C++", 71, 0, 0, 0, 0, 0, 2, 14, 87
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/revamp.cpp", "C++", 45, 0, 0, 0, 0, 0, 2, 9, 56
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/roadplane.cpp", "C++", 97, 0, 0, 0, 0, 0, 10, 12, 119
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/roboherd.cpp", "C++", 80, 0, 0, 0, 0, 0, 14, 12, 106
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/sec.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 7, 60
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/segtree.cpp", "C++", 46, 0, 0, 0, 0, 0, 3, 9, 58
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/subsets.cpp", "C++", 63, 0, 0, 0, 0, 0, 9, 12, 84
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/subsets2.cpp", "C++", 42, 0, 0, 0, 0, 0, 37, 9, 88
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/subsets3.cpp", "C++", 76, 0, 0, 0, 0, 0, 22, 13, 111
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/subsets4.cpp", "C++", 83, 0, 0, 0, 0, 0, 8, 15, 106
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/tallbarn.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 6, 44
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/tdec.cpp", "C++", 36, 0, 0, 0, 0, 0, 1, 7, 44
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/test.cpp", "C++", 25, 0, 0, 0, 0, 0, 1, 6, 32
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/toll.cpp", "C++", 55, 0, 0, 0, 0, 0, 2, 12, 69
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/toll2.cpp", "C++", 52, 0, 0, 0, 0, 0, 11, 15, 78
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/toll3.cpp", "C++", 74, 0, 0, 0, 0, 0, 18, 17, 109
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/tower.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/tower2.cpp", "C++", 34, 0, 0, 0, 0, 0, 3, 6, 43
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/treat.cpp", "C++", 51, 0, 0, 0, 0, 0, 1, 9, 61
"/Users/ralphcao/Git/USACO/AStar/AStar Platinum 2019 Winter camp/triangles.cpp", "C++", 44, 0, 0, 0, 0, 0, 9, 7, 60
"/Users/ralphcao/Git/USACO/AStar/Dist_From_Ground/main.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/ralphcao/Git/USACO/AStar/hello.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/ralphcao/Git/USACO/AStar/helpcross.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/acyclic_graph_edges.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 6, 53
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/advertisement.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 10, 69
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/counting_bits.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/even_outdegree_edges.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 8, 62
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/maximum_xor_subarray.cpp", "C++", 61, 0, 0, 0, 0, 0, 4, 9, 74
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/multiplication_table.cpp", "C++", 26, 0, 0, 0, 0, 0, 1, 3, 30
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/permutation_inversions.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 4, 43
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/prufer_code.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/shortest_subsequence.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 6, 57
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/stick_divisions.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/strongly_connected_edges.cpp", "C++", 58, 0, 0, 0, 0, 0, 2, 8, 68
"/Users/ralphcao/Git/USACO/CSES pset/Additional Problems/swap_game.cpp", "C++", 51, 0, 0, 0, 0, 0, 1, 5, 57
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/apples_and_bananas.cpp", "C++", 113, 0, 0, 0, 0, 0, 3, 14, 130
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/beautiful_subgrids.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/knuth_division.cpp", "C++", 73, 0, 0, 0, 0, 0, 32, 20, 125
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/meet_in_the_middle.cpp", "C++", 59, 0, 0, 0, 0, 0, 3, 5, 67
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/one_bit_positions.cpp", "C++", 109, 0, 0, 0, 0, 0, 7, 14, 130
"/Users/ralphcao/Git/USACO/CSES pset/Advanced Techniques/signal_processing.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 16, 115
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/array_description.cpp", "C++", 74, 0, 0, 0, 0, 0, 0, 10, 84
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/book_shop.cpp", "C++", 35, 0, 0, 0, 0, 0, 1, 9, 45
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/coin_combinations_i.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 6, 34
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/coin_combinations_ii.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/counting_numbers.cpp", "C++", 40, 0, 0, 0, 0, 0, 1, 4, 45
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/counting_tilings.cpp", "C++", 38, 0, 0, 0, 0, 0, 29, 18, 85
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/counting_towers.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/dice_combinations.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/edit_distance.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 7, 31
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/elevator_rides.cpp", "C++", 41, 0, 0, 0, 0, 0, 3, 8, 52
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/grid_paths.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/increasing_subsequence.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/minimizing_coins.cpp", "C++", 44, 0, 0, 0, 0, 0, 4, 5, 53
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/money_sums.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/prefix_maximum.cpp", "C++", 27, 0, 0, 0, 0, 0, 5, 5, 37
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/projects.cpp", "C++", 60, 0, 0, 0, 0, 0, 10, 14, 84
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/rectangle_cutting.cpp", "C++", 32, 0, 0, 0, 0, 0, 2, 6, 40
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/removal_game.cpp", "C++", 37, 0, 0, 0, 0, 0, 2, 6, 45
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/removing_digits.cpp", "C++", 36, 0, 0, 0, 0, 0, 1, 6, 43
"/Users/ralphcao/Git/USACO/CSES pset/Dynamic Programming/two_sets_ii.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/convex_hull.cpp", "C++", 47, 0, 0, 0, 0, 0, 2, 10, 59
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/line_segment_intersection.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 10, 59
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/minimum_euclidean_distance.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 13, 78
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/point_in_polygon.cpp", "C++", 56, 0, 0, 0, 0, 0, 6, 9, 71
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/point_location_test.cpp", "C++", 19, 0, 0, 0, 0, 0, 1, 3, 23
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/polygon_area.cpp", "C++", 18, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/ralphcao/Git/USACO/CSES pset/Geometry/polygon_lattice_points.cpp", "C++", 34, 0, 0, 0, 0, 0, 1, 5, 40
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/building_roads.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 6, 47
